Product Name,Barcode,Product Group,Designed Capacity (ml),Material Type,"Height (with cap, in mm)",Registration Status,Weight - Empty(gm),Date Approval Status updated,Largest diameter (mm),Expiry Date,Glass Colour,PET Colour,Glass Colour - Other,Beverage Registrations #,Product Group - Other,Material Type - Other,NSW Refund Logo,Removable Lid?
Organic Ginger Lemon Kombucha 330ml,26331942,Fruit juice,330,Glass,220,Active,30,9-May-18,55,2-May-23,Amber/Brown,,,BR-0008774,,,TRUE,
Organic Raspberry Lemon Kombucha 330ml,26332017,Fruit juice,330,Glass,220,Active,30,9-May-18,55,2-May-23,Amber/Brown,,,BR-0008775,,,TRUE,
Maisel IPA,40173023,Beer,330,Glass,240,Active,200,28-Jun-19,60,26-Jun-24,Amber/Brown,,,BR-0008294,,,TRUE,
Landbier 1857,40173085,Beer,500,Glass,270,Active,250,28-Jun-19,70,26-Jun-24,Amber/Brown,,,BR-0008280,,,TRUE,
Landbier Dunkel,40173108,Beer,500,Glass,280,Active,250,28-Jun-19,70,26-Jun-24,Amber/Brown,,,BR-0008282,,,TRUE,
Landbier Zwickl,40173207,Beer,500,Glass,270,Active,250,28-Jun-19,70,26-Jun-24,Amber/Brown,,,BR-0008281,,,TRUE,
Maisel Pale Ale,40173306,Beer,330,Glass,240,Active,200,28-Jun-19,60,26-Jun-24,Amber/Brown,,,BR-0008293,,,TRUE,
Maisels Dunkel,40173689,Beer,500,Glass,260,Active,250,28-Jun-19,70,26-Jun-24,Amber/Brown,,,BR-0008279,,,TRUE,
Maisel Marcs Chocolate Bock,40173702,Beer,750,Glass,300,Active,300,28-Jun-19,90,26-Jun-24,Amber/Brown,,,BR-0008292,,,TRUE,
Maisel Stefans Indian Ale,40173719,Beer,750,Glass,300,Active,300,28-Jun-19,90,26-Jun-24,Amber/Brown,,,BR-0008291,,,TRUE,
Maisel Jeffs Bavarian Ale,40173726,Beer,750,Glass,300,Active,300,28-Jun-19,90,26-Jun-24,Amber/Brown,,,BR-0008290,,,TRUE,
Weissenohe Dunkel,41059128,Beer,500,Glass,230,Active,250,28-Jun-19,80,26-Jun-24,Amber/Brown,,,BR-0008284,,,TRUE,
Weissenohe Dopplebock,41059166,Beer,500,Glass,230,Active,250,28-Jun-19,80,26-Jun-24,Amber/Brown,,,BR-0008285,,,TRUE,
Weissenohe Pils,41059173,Beer,500,Glass,230,Active,250,28-Jun-19,80,26-Jun-24,Amber/Brown,,,BR-0008283,,,TRUE,
CORONA BTLS 355ML,70532814,Beer,355,Glass,240,Active,255,19-Jan-18,60,16-Jan-23,Flint/Clear,,,BR-0008069,,,FALSE,
Tecate,75002459,Beer,355,Aluminium,122,Active,17,30-Nov-17,66,30-Nov-22,,,,BR-0004064,,,FALSE,No
Modello Especial (12 x 355ml),75027278,Beer,355,Glass,185,Active,165,20-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005132,,,FALSE,
Modello Negra (12 x 355ml),75027285,Beer,355,Glass,190,Active,146,20-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005133,,,FALSE,
Corona,75041670,Beer,330,Glass,260,Active,175,15-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0002934,,,FALSE,
Peroni Red Long Necks (15 x 660ml),80067900,Beer,660,Glass,270,Active,243,20-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005138,,,FALSE,
Nastro Azzurro Long Necks (15 x 660ml),80067931,Beer,660,Glass,270,Active,266,20-Nov-17,70,30-Nov-22,Green,,,BR-0005134,,,FALSE,
PERONI NA BTLS 330ML,80067986,Beer,330,Glass,227,Active,190,19-Jan-18,60,16-Jan-23,Green,,,BR-0008073,,,FALSE,
STIEGL GOLDBRAU CAN,90034558,Beer,500,Aluminium,170,Active,33,7-Dec-17,65,1-Dec-22,,,,BR-0007597,,,FALSE,No
Nippy's Apple Juice Unsweetened 500ml Bottle,93265065,Fruit juice,500,PET,185,Active,26.1,13-Nov-17,67,30-Nov-22,,Clear/Transparent,,BR-0005158,,,FALSE,
Nippy's Apple & Blackcurrant Juice 500ml,93332965,Fruit juice,500,PET,185,Active,26.1,13-Nov-17,67,30-Nov-22,,Clear/Transparent,,BR-0005153,,,FALSE,
Bilpin Apple Juice 300ml Clear,93342230,Fruit juice,300,PET,159,Active,33,16-Nov-17,58,30-Nov-22,,Clear/Transparent,,BR-0005536,,,FALSE,
Cedar Creek Orchard 300ml Apple & Blackcurrant Juice,93345590,Fruit juice,300,PET,159,Active,33,16-Nov-17,58,30-Nov-22,,Clear/Transparent,,BR-0005535,,,TRUE,
Cedar Creek Orchard 300ml Clear Apple Juice,93345606,Fruit juice,300,PET,159,Active,33,16-Nov-17,58,30-Nov-22,,Clear/Transparent,,BR-0005534,,,TRUE,
Orchy 500mL NAS Pineapple Juice,93351317,Fruit juice,500,PET,177,Active,25,30-Nov-17,68,30-Nov-22,,Clear/Transparent,,BR-0007131,,,FALSE,
Nippy's Ginger Beer 375ml,93398091,Flavoured water/soft drink (carbonated),375,Glass,170,Active,197.2,13-Nov-17,70,30-Nov-22,Amber/Brown,,,BR-0005168,,,FALSE,
The Juice Farm Apple & Blackcurrant Juice 300mL,93435697,Fruit juice,300,PET,143,Active,26,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0005604,,,FALSE,
The Juice Farm Apple Juice 300mL,93435703,Fruit juice,300,PET,143,Active,26,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0005603,,,FALSE,
The Juice Farm Crushed Lemonade 300mL,93435734,Fruit juice,300,PET,143,Active,26,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0005605,,,FALSE,
The Juice Farm Mango Juice Blend 300mL,93435758,Fruit juice,300,PET,143,Active,26,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0005606,,,FALSE,
The Juice Farm Orange Apple Passionfruit Juice 300mL,93435789,Fruit juice,300,PET,143,Active,26,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0005607,,,FALSE,
The Juice Farm Orange Juice 300mL,93435802,Fruit juice,300,PET,143,Active,26,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0005602,,,FALSE,
Nippy's Ginger Beer Diet 375ml,93503020,Flavoured water/soft drink (carbonated),375,Glass,170,Active,197.2,13-Nov-17,70,30-Nov-22,Amber/Brown,,,BR-0005169,,,FALSE,
Three Oaks Cider Apple 5%,93538848,Cider/fruit based alcohol,330,Glass,220,Active,200,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0002905,,,FALSE,
Three Oaks Cider Pear 5%,93539210,Cider/fruit based alcohol,330,Glass,220,Active,200,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0002908,,,FALSE,
Collingwood Draught,93550239,Beer,330,Glass,220,Active,207,18-Oct-17,60,30-Nov-22,Amber/Brown,,,BR-0002802,,,FALSE,
WOW Select Mountain Spring Water 600ml,93633000,Plain water (carbonated or non-carbonated),600,PET,229.7,Active,15.2,22-Nov-17,66,30-Nov-22,,Clear/Transparent,,BR-0005031,,,FALSE,
Orchy 375mL NAS O/Premium Juice EC,93713375,Fruit juice,375,PET,161,Active,27,30-Nov-17,68,30-Nov-22,,Clear/Transparent,,BR-0007120,,,FALSE,
Orchy 375mL NAS Orange Juice EC,93713382,Fruit juice,375,PET,161,Active,27,30-Nov-17,68,30-Nov-22,,Clear/Transparent,,BR-0007121,,,FALSE,
Orchy 375mL NAS Apple Juice EC,93713399,Fruit juice,375,PET,161,Active,27,30-Nov-17,68,30-Nov-22,,Clear/Transparent,,BR-0007117,,,FALSE,
Orchy 375mL NAS O/Mango Juice EC,93713412,Fruit juice,375,PET,161,Active,27,30-Nov-17,68,30-Nov-22,,Clear/Transparent,,BR-0007118,,,FALSE,
Orchy 375mL DRK Orange Nectar,93713450,Fruit juice,375,PET,161,Active,27,30-Nov-17,68,30-Nov-22,,Clear/Transparent,,BR-0007116,,,FALSE,
Orchy 375mL DRK O/Mango Nectar,93713467,Fruit juice,375,PET,161,Active,27,30-Nov-17,68,30-Nov-22,,Clear/Transparent,,BR-0007114,,,FALSE,
Orchy 375mL DRK O/Passio Nectar,93713474,Fruit juice,375,PET,161,Active,27,30-Nov-17,68,30-Nov-22,,Clear/Transparent,,BR-0007115,,,FALSE,
Orchy 500mL NAS Orange Juice EC,93713498,Fruit juice,500,PET,177,Active,25,30-Nov-17,68,30-Nov-22,,Clear/Transparent,,BR-0007130,,,FALSE,
Orchy 500mL DRK Orange Nectar,93713559,Fruit juice,500,PET,177,Active,25,30-Nov-17,68,30-Nov-22,,Clear/Transparent,,BR-0007124,,,FALSE,
Orchy 2L DRK Orange Nectar,93713580,Fruit juice,2000,HDPE,246,Active,56,30-Nov-17,125,30-Nov-22,,,,BR-0007136,,,TRUE,
Orchy 500mL DRK O/Mango Nectar,93713597,Fruit juice,500,PET,177,Active,25,30-Nov-17,68,30-Nov-22,,Clear/Transparent,,BR-0007122,,,FALSE,
Orchy 500mL DRK O/Passio Nectar,93713610,Fruit juice,500,PET,177,Active,25,30-Nov-17,68,30-Nov-22,,Clear/Transparent,,BR-0007123,,,FALSE,
Orchy 500mL NAS O/Premium Juice,93713894,Fruit juice,500,PET,177,Active,25,30-Nov-17,68,30-Nov-22,,Clear/Transparent,,BR-0007129,,,FALSE,
V Pure 250mL Can,94140057,Energy drinks (carbonated or non-carbonated),250,Aluminium,134,Active,12,19-Jan-18,53,12-Jan-23,,,,BR-0008065,,,TRUE,No
Possman Pure Apple Cider,5500700133,Cider/fruit based alcohol,330,Glass,240,Active,200,28-Jun-19,60,26-Jun-24,Flint/Clear,,,BR-0008295,,,TRUE,
Possmann Pure Rose Cider,5500700548,Cider/fruit based alcohol,330,Glass,240,Active,200,28-Jun-19,60,26-Jun-24,Flint/Clear,,,BR-0008296,,,TRUE,
Three Creeks,5953900314,Beer,355,Aluminium,122,Active,15,2-May-18,66,29-Apr-23,,,,BR-0008758,,,FALSE,No
Ocean Spray Cranberry Juice 2.83L,31200205797,Fruit juice,2830,PET,110,Active,97,27-Oct-17,50,30-Nov-22,,Clear/Transparent,,BR-0002799,,,TRUE,
Virgils Butterscotch Beer,33919000458,Flavoured water/soft drink (carbonated),355,Glass,230,Active,216,8-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0002876,,,FALSE,
Mexican Coke,49000004632,Flavoured water/soft drink (carbonated),355,Glass,240,Active,225,8-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0002875,,,FALSE,
ANGOSTURA BITTERS 24X200ML,75496002005,Other,200,Glass,190,Active,185,8-Feb-18,60,7-Feb-23,Amber/Brown,,,BR-0008079,Bitters,,FALSE,
Snapple Pink Lemonade,76183163696,Flavoured water/soft drink (carbonated),473,Glass,180,Active,234,8-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0003081,,,FALSE,
Superb Spring water,80687502097,Plain water (carbonated or non-carbonated),600,PET,215,Active,21,1-Feb-18,70,31-Jan-23,,Other,,BR-0008249,,,TRUE,
HAKUSHIKA Junmai 12/300ml,84391003246,Other,300,Glass,195,Active,265,12-Dec-18,67,13-Nov-23,Flint/Clear,,,BR-0009013,sake,,TRUE,
HAKUSHIKA Chokara 12/300ml,84391009422,Other,300,Glass,195,Active,265,12-Dec-18,67,13-Nov-23,Amber/Brown,,,BR-0009012,sake,,TRUE,
Hana Kohaku 12/300ml,84391057621,Other,300,Glass,195,Active,265,12-Dec-18,67,13-Nov-23,Flint/Clear,,,BR-0009016,OTHER,,TRUE,
HAKUSHIKA Snow Beauty 12/300ml,84391057638,Other,300,Glass,195,Active,265,12-Dec-18,67,13-Nov-23,Amber/Brown,,,BR-0009011,sake,,TRUE,
TIGER BEER LAGER BOTTLE 330ML,86428260332,Beer,330,Glass,220,Active,210,13-Nov-17,50,30-Nov-22,Amber/Brown,,,BR-0003072,,,FALSE,
YOGOVERA MANGO 1.5L,87703157781,Flavoured water/soft drink/ sports drink (non-carb),1500,PET,310,Active,73,24-Jan-18,80,18-Jan-23,,Clear/Transparent,,BR-0005588,,,FALSE,
YOGOVERA COCONUT 1.5L,87703164918,Flavoured water/soft drink/ sports drink (non-carb),1500,PET,310,Active,73,24-Jan-18,80,18-Jan-23,,Clear/Transparent,,BR-0005590,,,FALSE,
YOGOVERA COCONUT 500ML,87703164925,Flavoured water/soft drink/ sports drink (non-carb),500,PET,205,Active,25,24-Jan-18,60,18-Jan-23,,Clear/Transparent,,BR-0005592,,,FALSE,
YOGOVERA MELON 500ML,87703166813,Flavoured water/soft drink/ sports drink (non-carb),500,PET,205,Active,25,24-Jan-18,60,18-Jan-23,,Clear/Transparent,,BR-0005593,,,FALSE,
YOGOVERA BLUEBERRY 500ML,87703184114,Flavoured water/soft drink/ sports drink (non-carb),500,PET,205,Active,25,24-Jan-18,60,18-Jan-23,,Clear/Transparent,,BR-0005595,,,FALSE,
Virgils Root Beer,90341121212,Flavoured water/soft drink (carbonated),355,Glass,230,Active,216,8-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0002877,,,FALSE,
Virgils Cream Soda,90341123452,Flavoured water/soft drink (carbonated),355,Glass,230,Active,216,8-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0002879,,,FALSE,
Virgils Black Cherry Cream Soda,90341232321,Flavoured water/soft drink (carbonated),355,Glass,230,Active,216,8-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0002878,,,FALSE,
Newport Daze,95301132659,Beer,355,Aluminium,120,Active,10,18-Sep-20,55,17-Sep-25,,,,BR-0463495,,,TRUE,No
RED STRIPE LAGER BTL 330ML,98614359638,Beer,330,Glass,170,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003070,,,FALSE,
Orange Juice,208077203991,Fruit juice,540,PET,178,Active,20,5-Mar-18,38,30-Nov-22,,Clear/Transparent,,BR-0007145,,,FALSE,
Riders Easy Rider,341613000263,Beer,330,Glass,225,Active,205,15-Feb-18,50,2-Feb-23,Amber/Brown,,,BR-0008273,,,FALSE,
REMEDY ORGANIC COCONUT WATER KEFIR,350271000270,Flavoured water/soft drink (carbonated),330,Glass,224,Active,230,9-May-18,60,2-May-23,Amber/Brown,,,BR-0008771,,,TRUE,
Advantage RTD - Coffee,506007463276,Flavoured milk,330,PET,170,Active,30,18-Jan-18,60,11-Jan-23,,Other,,BR-0008029,,,TRUE,
Stone Arrogant bastrard,636251740794,Beer,440,Aluminium,150,Active,10,18-Sep-20,55,17-Sep-25,,,,BR-0463476,,,TRUE,No
NZ IPA,637028052638,Beer,330,Glass,222,Active,205,9-May-18,60,2-May-23,Amber/Brown,,,BR-0008776,,,FALSE,
Robust Porter,637028052829,Beer,330,Glass,222,Active,205,9-May-18,60,2-May-23,Amber/Brown,,,BR-0008777,,,FALSE,
Belgian Table Ale,637028052881,Beer,330,Glass,222,Active,205,9-May-18,60,2-May-23,Amber/Brown,,,BR-0008779,,,FALSE,
Belgian Tripel,637028052898,Beer,330,Glass,222,Active,205,9-May-18,60,2-May-23,Amber/Brown,,,BR-0008778,,,FALSE,
Raspberry Sour,637028052973,Beer,330,Glass,222,Active,205,12-Dec-18,60,30-Nov-23,Amber/Brown,,,BR-0272774,,,FALSE,
Paldo Rice punch 238mL,648436300037,Flavoured water/soft drink/ sports drink (non-carb),238,Aluminium,90,Active,9,16-Oct-17,60,30-Nov-22,,,,BR-0000898,,,FALSE,No
Paldo Cinnamon punch 238mL,648436300044,Flavoured water/soft drink/ sports drink (non-carb),238,Aluminium,90,Active,9,16-Oct-17,60,30-Nov-22,,,,BR-0000899,,,FALSE,No
P.E.DEPT.Pure Spring Water,705105242798,Plain water (carbonated or non-carbonated),600,PET,210,Active,21,30-Nov-17,70,30-Nov-22,,Clear/Transparent,,BR-0005489,,,FALSE,
Orange and Mango,710535161007,Fruit juice,350,PET,164,Active,37,8-Jun-18,50,30-May-23,,Clear/Transparent,,BR-0009022,,,FALSE,
Nourishing Green,710535161014,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009028,,,FALSE,
Tropical Berries,710535161021,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009029,,,FALSE,
Morning Boost,710535161038,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009030,,,FALSE,
Orange and Carrot,710535161045,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009031,,,FALSE,
Banana Smoothie,710535161052,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009032,,,FALSE,
Apple Chill,710535161069,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009033,,,FALSE,
Carrot Juice,710535161076,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009034,,,FALSE,
Orange and Pineapple,710535161083,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009035,,,FALSE,
Watermelon,710535161090,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009036,,,FALSE,
Off the Hips,710535161106,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009037,,,FALSE,
Rise and Shine,710535161113,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009038,,,FALSE,
Orange and Passionfruit,710535161120,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009039,,,FALSE,
Apple Juice,710535161137,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009040,,,FALSE,
Orange,710535161144,Fruit juice,350,PET,164,Active,35,8-Jun-18,53,30-May-23,,Clear/Transparent,,BR-0009041,,,FALSE,
Colonial Southwest Sour,721802168469,Beer,375,Aluminium,130,Active,13,1-Feb-18,65,12-Jan-23,,,,BR-0008059,,,FALSE,Yes
Cortas Rose Water 500ml,735143004300,Flavoured water/soft drink/ sports drink (non-carb),500,Glass,260,Rejected,305,10-May-18,60,30-Nov-22,Flint/Clear,,,BR-0003100,,,TRUE,
Cortas Orange Blossom Water 500ml,735143004355,Flavoured water/soft drink/ sports drink (non-carb),500,Glass,260,Rejected,305,10-May-18,60,30-Nov-22,Flint/Clear,,,BR-0003099,,,TRUE,
Helles Yeah Lager,735850025704,Beer,375,Aluminium,130,Active,13,9-May-18,66,4-May-23,,,,BR-0008796,,,TRUE,No
Goose Island Bourbon County Stout,736920116148,Beer,500,Glass,252,Active,335,1-Dec-17,71,30-Nov-22,Amber/Brown,,,BR-0007179,,,TRUE,
BINTANG BEER CAN 330ML,738989114011,Beer,330,Aluminium,110,Active,20,2-Nov-17,60,30-Nov-22,,,,BR-0003043,,,FALSE,No
HAKUTSURU Sayuri 6/720ml,747846020020,Other,720,Glass,292,Active,420,12-Dec-18,79,13-Nov-23,Other,,OTHER,BR-0009020,sake,,TRUE,
HAKUTSURU Umeshu 12/750ml,747846030029,Other,750,Glass,294,Active,460,12-Dec-18,80,13-Nov-23,Amber/Brown,,,BR-0009044,sake,,TRUE,
HAKUTSURU Toji kan 6/720ml,747846047201,Other,720,Glass,292,Active,420,12-Dec-18,79,13-Nov-23,Amber/Brown,,,BR-0009043,sake,,TRUE,
HAKUTSURU Nishiki EX 6/720ml,747846067209,Other,720,Glass,292,Active,420,12-Dec-18,79,13-Nov-23,Amber/Brown,,,BR-0009042,sake,,TRUE,
New Belgium 1554 Black Lager,754527001216,Beer,355,Glass,220,Active,170,30-Nov-17,50,30-Nov-22,Amber/Brown,,,BR-0002930,,,FALSE,
New Belgium Fat Tire Amber Ale,754527001605,Beer,355,Aluminium,120,Active,15,13-Nov-17,60,30-Nov-22,,,,BR-0002921,,,FALSE,No
New Belgium La Folie,754527001803,Beer,650,Glass,230,Active,170,30-Nov-17,70,30-Nov-22,Amber/Brown,,,BR-0002928,,,FALSE,
New Belgium Voodoo Ranger IPA,754527003616,Beer,355,Aluminium,120,Active,15,13-Nov-17,60,30-Nov-22,,,,BR-0002922,,,FALSE,No
New Belgium Citradellic,754527006426,Beer,355,Aluminium,120,Active,15,13-Nov-17,60,30-Nov-22,,,,BR-0002920,,,FALSE,No
New Belgium Voodoo Ranger 8 Hop,754527007379,Beer,330,Aluminium,120,Active,15,13-Nov-17,60,30-Nov-22,,,,BR-0002919,,,FALSE,No
Pumpkin Pie,793591787053,Other,375,Glass,245,Active,360,9-May-18,60,5-May-23,Flint/Clear,,,BR-0008800,Mead,,TRUE,
Nice and Native,793591787060,Other,330,Glass,222,Active,205,15-Jun-18,60,5-May-23,Amber/Brown,,,BR-0008797,mead,,TRUE,
Hold my mead,793591787114,Other,375,Glass,245,Active,360,9-May-18,60,5-May-23,Flint/Clear,,,BR-0008799,Mead,,TRUE,
Frostie Blue Cream Soda,793674820479,Flavoured water/soft drink (carbonated),355,Glass,230,Active,220,8-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0002874,,,FALSE,
Token Pale Ale,794712256823,Beer,330,Glass,223,Active,207,18-Sep-20,62,17-Sep-25,Amber/Brown,,,BR-0463464,,,TRUE,
Casey's Lounge,797776409150,Beer,330,Glass,223,Active,208,16-Nov-17,62,30-Nov-22,Amber/Brown,,,BR-0005491,,,FALSE,
Casey's Night,797776409167,Beer,330,Glass,223,Active,208,16-Nov-17,63,30-Nov-22,Amber/Brown,,,BR-0005492,,,FALSE,
Casey's Titfer,797776409174,Beer,330,Glass,223,Active,208,16-Nov-17,63,30-Nov-22,Amber/Brown,,,BR-0005493,,,FALSE,
600ml Aussie Farmers,797776940073,Plain water (carbonated or non-carbonated),600,PET,217,Active,10,30-Nov-17,69,30-Nov-22,,Clear/Transparent,,BR-0007157,,,FALSE,
COOPERS DR TIMS,799118000476,Beer,375,Aluminium,130,Active,15,17-Oct-17,70,30-Nov-22,,,,BR-0002475,,,FALSE,No
San Pellegrino,800227023583,Plain water (carbonated or non-carbonated),1000,Glass,360,Active,575,15-Nov-17,90,30-Nov-22,Flint/Clear,,,BR-0003082,,,FALSE,
Alesmith Forgeberry,812465001733,Beer,355,Aluminium,120,Active,10,18-Sep-20,55,17-Sep-25,,,,BR-0463486,,,TRUE,No
Aloe Vera,850013710003,Fruit juice,500,PET,200,Active,58,2-May-18,66,30-Apr-23,,Clear/Transparent,,BR-0008244,,,TRUE,
Hawaiian Noni,850013710010,Fruit juice,500,PET,200,Active,58,2-May-18,66,30-Apr-23,,Clear/Transparent,,BR-0008245,,,TRUE,
Liquid Biocell Life,850013710041,Flavoured water/soft drink/ sports drink (non-carb),420,PET,191,Active,69,2-May-18,63,30-Apr-23,,Clear/Transparent,,BR-0008759,,,TRUE,
Liquid Biocell Skin,850013710058,Flavoured water/soft drink/ sports drink (non-carb),420,PET,191,Active,69,2-May-18,63,30-Apr-23,,Clear/Transparent,,BR-0008760,,,TRUE,
Mineral Essentials,850013710089,Fruit juice,500,PET,200,Active,58,19-Dec-19,66,30-Apr-23,,Clear/Transparent,,BR-0008246,,,TRUE,
Combat Wombat,876529000629,Beer,440,Aluminium,150,Active,10,18-Sep-20,55,17-Sep-25,,,,BR-0463490,,,TRUE,No
F45 Training Organic Spring Water,932672000097,Plain water (carbonated or non-carbonated),600,PET,210,Active,21,30-Nov-17,70,30-Nov-22,,Clear/Transparent,,BR-0005490,,,FALSE,
Best Buy Spring Water 600ml,933242801123,Plain water (carbonated or non-carbonated),600,PET,230,Active,12,29-Nov-17,60,30-Nov-22,,Clear/Transparent,,BR-0002433,,,FALSE,
kelly Brothers Pure Pear,934161300041,Cider/fruit based alcohol,330,Glass,225,Active,205,15-Feb-18,50,2-Feb-23,Green,,,BR-0008272,,,FALSE,
Charmer India Red Ale 330ml - Single Bottle,935117300000,Beer,330,Glass,220,Active,238,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005014,,,FALSE,
Keller Instinct Bavarian Lager 330ml - Single Bottle,935117300003,Beer,330,Glass,220,Active,238,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005015,,,FALSE,
FUSAMI Victory India Pale Lager 330ml - Single Bottle,935117300006,Beer,330,Glass,220,Active,238,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005016,,,FALSE,
Sourpuss Raspberry Berliner Weisse 330ml - Single Bottle,935117300009,Beer,330,Glass,220,Active,238,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005017,,,FALSE,
Camperdown One Pale Ale 330ml - Single Bottle,935117300012,Beer,330,Glass,220,Active,238,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005018,,,FALSE,
Dad Rock Imperial India Pale Ale 640ml - Single Bottle,935117300015,Beer,330,Glass,280,Active,238,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005019,,,FALSE,
Fat Charmer Double India Red Ale 640ml - Single Bottle,935117300023,Beer,640,Glass,280,Active,362,13-Nov-17,70,30-Nov-22,Amber/Brown,,,BR-0005020,,,FALSE,
Passion of the Puss Passionfruit Berliner Weisse 640ml - Single Bottle,935117300032,Beer,640,Glass,280,Active,362,13-Nov-17,70,30-Nov-22,Amber/Brown,,,BR-0005021,,,FALSE,
Midnight Barley Cowboy Porter 330ml - Single Bottle,935117300034,Beer,640,Glass,220,Active,362,13-Nov-17,70,30-Nov-22,Amber/Brown,,,BR-0005022,,,FALSE,
OATIS India Pale Ale 330ml - Single Bottle,935117300037,Beer,330,Glass,220,Active,238,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005023,,,FALSE,
SCHNEIDER TAP 7 UNSER ORIGINAL,4003669016203,Beer,500,Glass,260,Active,384,7-Dec-17,65,1-Dec-22,Amber/Brown,,,BR-0007602,,,FALSE,
SCHNEIDER TAP 6 UNSER AVENTINUS,4003669018207,Beer,500,Glass,260,Active,376,7-Dec-17,65,1-Dec-22,Amber/Brown,,,BR-0007603,,,FALSE,
HACKER PSCHORR WEISSE,4004866721440,Beer,500,Glass,270,Active,423,7-Dec-17,65,1-Dec-22,Amber/Brown,,,BR-0007598,,,FALSE,
HACKER PSCHORR OKTOBERFEST BIER,4004866721471,Beer,500,Glass,270,Active,417,7-Dec-17,70,1-Dec-22,Amber/Brown,,,BR-0007607,,,FALSE,
HOFBRAU ORIGINAL,4005686001323,Beer,500,Glass,250,Active,278,7-Dec-17,65,1-Dec-22,Amber/Brown,,,BR-0007591,,,FALSE,
HOFBRAU DUNKEL,4005686003198,Beer,500,Glass,250,Active,65,21-Dec-17,278,1-Dec-22,Amber/Brown,,,BR-0007592,,,FALSE,
HOFBRAU HEFE WEISSBIER,4005686004164,Beer,500,Glass,250,Active,278,7-Dec-17,65,1-Dec-22,Amber/Brown,,,BR-0007593,,,FALSE,
Weltenburger Asam Bock,4010223012618,Beer,500,Glass,260,Active,250,28-Jun-19,70,26-Jun-24,Amber/Brown,,,BR-0008288,,,TRUE,
Weltenburger Barock Dunkel,4010223013318,Beer,500,Glass,260,Active,250,28-Jun-19,70,26-Jun-24,Amber/Brown,,,BR-0008287,,,TRUE,
Weltenburger Anno 1050,4010223014315,Beer,500,Glass,260,Active,250,28-Jun-19,70,26-Jun-24,Amber/Brown,,,BR-0008286,,,TRUE,
Maisels Original,4017300020009,Beer,500,Glass,260,Active,250,28-Jun-19,70,26-Jun-24,Amber/Brown,,,BR-0008278,,,TRUE,
Maisels Kristall,4017300020016,Beer,500,Glass,260,Active,300,28-Jun-19,70,26-Jun-24,Amber/Brown,,,BR-0008277,,,TRUE,
